record_id,campaign_id,date,impressions,clicks,leads,conversions,spend,revenue_attributed
984,3,2026-04-14,93290,1533,219,67,342.77,54.24
985,3,2026-04-15,72657,3111,278,68,319.73,72.53
986,3,2026-04-16,39465,1509,164,30,182.8,87.23
987,3,2026-04-17,39078,1173,153,36,184.79,115.02
988,3,2026-04-18,27412,981,143,31,193.26,89.47
989,3,2026-04-19,27732,572,42,10,187.57,112.93
990,3,2026-04-20,28636,1007,149,32,135.45,123.84
991,3,2026-04-21,77498,2609,318,103,279.1,73.15
992,3,2026-04-22,37259,1395,186,31,259.77,67.64
993,3,2026-04-23,30524,908,106,16,119.48,168.09
994,3,2026-04-24,26506,737,84,26,177.32,210.53
995,3,2026-04-25,33799,1216,88,26,163.92,177.48
996,3,2026-04-26,53880,1532,162,51,242.98,197.02
997,3,2026-04-27,25924,676,92,24,160.9,144.67
998,3,2026-04-28,39626,1083,69,11,200.35,61.77
999,3,2026-04-29,28846,845,97,20,183.46,184.12
1000,3,2026-04-30,28849,1137,126,41,134.23,157.17
1001,4,2026-04-01,4540,115,14,2,16.48,109.87
1002,4,2026-04-02,3546,156,23,4,19.26,186.81
1003,4,2026-04-03,5428,86,9,1,34.7,154.18
1004,4,2026-04-04,3465,134,19,3,14.55,109.18
1005,4,2026-04-05,4689,128,10,3,22.65,153.95
1006,4,2026-04-06,4247,83,11,2,30.1,80.48
1007,4,2026-04-07,3939,87,10,2,17.25,148.3
1008,4,2026-04-08,6834,248,18,2,30.31,114.55
1009,4,2026-04-09,2105,84,11,3,12.08,193.59
1010,4,2026-04-10,3231,96,7,1,22.19,110.86
1011,4,2026-04-11,3827,126,18,3,15.77,112.83
1012,4,2026-04-12,6616,195,21,6,23.98,120.22
1013,4,2026-04-13,4892,101,13,3,30.46,228.06
1014,4,2026-04-14,3529,110,9,2,12.65,164.07
1015,4,2026-04-15,4158,148,14,2,27.02,139.34
1016,4,2026-04-16,6674,231,32,10,25.41,173.04
1017,4,2026-04-17,6000,121,14,2,21.59,149.91
1018,4,2026-04-18,4286,66,8,2,22.07,223.07
1019,4,2026-04-19,8638,145,20,4,32.34,145.87
1020,4,2026-04-20,2128,42,5,1,13.07,184.66
1021,4,2026-04-21,5190,89,8,1,23.98,62.1
1022,4,2026-04-22,6096,235,35,8,27.03,75.62
1023,4,2026-04-23,2547,54,5,0,17.13,65.25
1024,4,2026-04-24,6594,150,21,7,24.99,206.14
1025,4,2026-04-25,6397,277,38,9,25.11,65.81
1026,4,2026-04-26,4158,129,18,4,16.54,130.59
1027,4,2026-04-27,4383,78,5,1,29.54,81.65
1028,4,2026-04-28,5651,208,18,3,28.38,131.62
1029,4,2026-04-29,5630,199,15,2,27.24,212.04
1030,4,2026-04-30,6152,131,14,4,23.86,154.85
1031,5,2026-04-01,15527,427,59,15,100.2,71.28
1032,5,2026-04-02,18632,465,67,16,70.22,77.0
1033,5,2026-04-03,23349,658,81,16,102.21,53.57
1034,5,2026-04-04,12114,424,40,7,47.01,161.75
1035,5,2026-04-05,19011,428,33,5,69.09,116.08
1036,5,2026-04-06,17852,700,64,20,104.01,61.09
1037,5,2026-04-07,9953,241,14,4,68.89,95.29
1038,5,2026-04-08,14108,591,76,16,71.93,130.06
1039,5,2026-04-09,12977,240,27,6,66.87,91.76
1040,5,2026-04-10,15396,288,40,11,81.89,145.88
1041,5,2026-04-11,12339,341,34,9,56.42,73.99
1042,5,2026-04-12,15482,295,36,8,75.58,48.16
1043,5,2026-04-13,7787,190,24,4,54.35,95.13
1044,5,2026-04-14,19301,424,40,10,71.65,95.73
1045,5,2026-04-15,8046,169,18,5,50.64,70.71
1046,5,2026-04-16,13730,568,55,13,72.21,58.45
1047,5,2026-04-17,17209,765,50,11,64.92,111.2
1048,5,2026-04-18,13387,425,37,9,61.51,74.69
1049,5,2026-04-19,25779,834,80,19,100.49,128.95
1050,5,2026-04-20,15550,257,17,5,79.41,41.86
1051,5,2026-04-21,12517,498,56,13,64.31,76.76
1052,5,2026-04-22,12128,493,29,7,55.3,138.52
1053,5,2026-04-23,15279,629,55,18,65.51,85.47
1054,5,2026-04-24,14935,436,46,9,101.15,72.2
1055,5,2026-04-25,16598,611,84,23,63.43,122.56
1056,5,2026-04-26,12373,302,40,7,46.24,143.37
1057,5,2026-04-27,17317,723,88,27,82.11,109.58
1058,5,2026-04-28,6577,120,17,3,39.21,137.35
1059,5,2026-04-29,23713,388,38,10,89.78,90.96
1060,5,2026-04-30,22183,908,120,20,83.06,91.48
1061,1,2026-05-01,47163,1283,97,33,172.72,990.36
1062,1,2026-05-02,39863,968,108,22,226.48,1779.52
1063,1,2026-05-03,47676,1678,238,38,177.59,962.89
1064,1,2026-05-04,26085,774,105,17,124.29,753.66
1065,1,2026-05-05,47890,1725,239,45,226.79,499.11
1066,1,2026-05-06,44015,1612,146,39,202.91,1772.44
1067,1,2026-05-07,39123,1680,129,26,212.28,1185.22
1068,1,2026-05-08,15999,701,102,30,86.37,971.25
1069,1,2026-05-09,34949,1369,94,31,203.22,713.85
1070,1,2026-05-10,31370,702,103,18,117.3,808.89
1071,1,2026-05-11,39628,1359,116,22,221.27,1134.25
1072,1,2026-05-12,43987,1115,112,26,184.58,686.32
1073,1,2026-05-13,49496,1161,143,29,215.11,1192.88
1074,1,2026-05-14,41880,957,112,25,205.68,1154.98
1075,1,2026-05-15,18895,775,98,24,117.33,1366.99
1076,1,2026-05-16,38527,589,59,19,176.08,901.81
1077,1,2026-05-17,25392,816,90,18,175.72,584.54
1078,1,2026-05-18,22578,506,47,9,102.14,1205.75
1079,1,2026-05-19,18767,566,82,20,94.16,1198.44
1080,1,2026-05-20,50504,1030,109,17,193.26,1864.6
1081,1,2026-05-21,27956,895,82,26,127.7,999.15
1082,1,2026-05-22,27609,1232,172,37,155.96,851.96
1083,2,2026-05-01,61505,1430,178,43,228.92,283.97
1084,2,2026-05-02,18795,649,43,12,94.92,506.22
1085,2,2026-05-03,35564,877,88,26,196.55,432.12
1086,2,2026-05-04,38663,603,61,21,208.25,276.03
1087,2,2026-05-05,47184,811,56,9,221.29,209.19
1088,2,2026-05-06,24669,858,57,11,160.97,444.5
1089,2,2026-05-07,48149,1036,105,36,228.49,598.94
1090,2,2026-05-08,25832,731,84,28,99.43,179.3
1091,2,2026-05-09,59549,1580,125,29,220.09,444.99
1092,2,2026-05-10,28388,1075,160,28,122.39,269.57
1093,2,2026-05-11,41220,1231,132,26,150.39,222.66
1094,2,2026-05-12,40537,1570,213,42,178.57,373.01
1095,2,2026-05-13,41632,1035,127,35,198.96,389.42
1096,2,2026-05-14,51877,1081,119,20,201.85,437.32
1097,2,2026-05-15,32590,1335,177,45,183.63,318.37
1098,2,2026-05-16,24897,1100,154,27,130.54,384.77
1099,2,2026-05-17,29252,454,44,14,119.92,522.88
1100,2,2026-05-18,24056,480,68,16,108.94,428.88
1101,2,2026-05-19,65428,2861,264,57,234.39,533.23
1102,2,2026-05-20,19549,673,75,22,130.42,592.76
1103,2,2026-05-21,23646,934,83,18,102.92,457.21
1104,2,2026-05-22,24869,1014,95,26,101.54,533.54
1105,3,2026-05-01,51982,1603,140,38,316.94,221.24
1106,3,2026-05-02,66008,2317,296,96,258.82,241.38
1107,3,2026-05-03,21251,398,35,8,135.46,66.88
1108,3,2026-05-04,70102,1458,168,25,280.43,238.77
1109,3,2026-05-05,87569,2319,263,48,340.93,241.25
1110,3,2026-05-06,68654,2437,301,100,257.17,191.15
1111,3,2026-05-07,61003,2332,177,58,242.96,199.42
1112,3,2026-05-08,47890,828,115,21,286.39,159.93
1113,3,2026-05-09,39876,758,90,21,185.07,222.68
1114,3,2026-05-10,35374,1444,125,35,230.33,104.0
1115,3,2026-05-11,29176,1056,99,20,186.9,220.66
1116,3,2026-05-12,98755,3741,353,97,357.67,179.49
1117,3,2026-05-13,40102,1292,185,58,284.64,175.17
1118,3,2026-05-14,71892,2898,291,97,308.45,154.2
1119,3,2026-05-15,52903,1820,118,33,283.82,147.73
1120,3,2026-05-16,51790,2187,286,96,339.8,96.74
1121,3,2026-05-17,29201,1311,134,35,143.56,170.9
1122,3,2026-05-18,36225,1010,143,39,188.42,229.69
1123,3,2026-05-19,75066,2919,429,126,317.97,209.83
1124,3,2026-05-20,24046,361,24,8,135.02,119.32
1125,3,2026-05-21,44205,1583,160,37,217.22,139.43
1126,3,2026-05-22,75077,1943,196,36,278.13,218.05
1127,4,2026-05-01,7060,177,17,3,28.58,150.65
1128,4,2026-05-02,3674,81,5,1,15.2,257.89
1129,4,2026-05-03,9673,179,22,6,40.58,180.43
1130,4,2026-05-04,10234,445,40,12,39.78,278.21
1131,4,2026-05-05,10473,161,12,3,40.76,131.38
1132,4,2026-05-06,3252,96,10,2,23.23,208.21
1133,4,2026-05-07,6541,281,37,8,38.86,114.56
1134,4,2026-05-08,3865,155,15,2,24.84,92.52
1135,4,2026-05-09,8327,239,21,3,32.2,131.5
1136,4,2026-05-10,4646,158,19,4,18.04,188.48
1137,4,2026-05-11,6060,268,26,4,27.15,127.34
1138,4,2026-05-12,6125,176,20,6,41.72,171.17
1139,4,2026-05-13,10369,314,19,5,39.76,114.71
1140,4,2026-05-14,6922,197,21,5,28.88,202.01
1141,4,2026-05-15,4993,127,12,3,29.31,139.98
1142,4,2026-05-16,7269,206,17,4,26.01,242.27
1143,4,2026-05-17,11003,476,52,12,41.97,134.85
1144,4,2026-05-18,10368,339,31,5,40.82,140.31
1145,4,2026-05-19,10996,236,23,4,43.59,281.57
1146,4,2026-05-20,6278,178,22,7,33.78,94.77
1147,4,2026-05-21,6050,123,10,3,22.67,206.43
1148,4,2026-05-22,6043,234,31,8,23.59,223.88
1149,5,2026-05-01,17204,344,45,8,73.58,145.46
1150,5,2026-05-02,10638,234,34,5,53.96,200.08
1151,5,2026-05-03,16488,278,19,5,64.37,196.15
1152,5,2026-05-04,23826,374,31,7,107.7,115.33
1153,5,2026-05-05,8921,293,19,4,48.82,123.56
1154,5,2026-05-06,17876,676,78,25,116.27,64.28
1155,5,2026-05-07,13556,555,64,10,88.58,144.93
1156,5,2026-05-08,32969,1023,66,18,131.59,79.71
1157,5,2026-05-09,28122,962,129,32,119.7,122.55
1158,5,2026-05-10,22717,395,55,12,124.03,188.18
1159,5,2026-05-11,22514,652,48,13,108.89,69.3
1160,5,2026-05-12,15618,453,49,7,59.07,54.12
1161,5,2026-05-13,20797,407,61,9,110.48,173.89
1162,5,2026-05-14,23970,783,96,27,100.03,131.21
1163,5,2026-05-15,8720,146,9,1,60.27,214.95
1164,5,2026-05-16,17522,445,49,11,114.58,193.39
1165,5,2026-05-17,25572,869,88,17,113.4,164.56
1166,5,2026-05-18,28936,1165,160,53,130.01,152.26
1167,5,2026-05-19,13582,219,13,4,60.67,112.37
1168,5,2026-05-20,20617,694,50,8,116.66,91.31
1169,5,2026-05-21,31146,518,46,9,126.42,132.29
1170,5,2026-05-22,17234,577,73,21,105.01,122.01
